,Location,Month,OriginalTweet,Country,Cleaned_Tweet,TweetAt
19222,"Iowa, USA",Mar,Excited to share the latest addition to my #etsy shop: 2020 The Year Shit Got Real unisex t-shirt/woman's tee https://t.co/IBEF2esvjn #toiletpaperwars #toiletpaper #coronavirus #shitgotreal #expressyourselfbydon https://t.co/Rtkh0aMgGy,United States,excited to share the latest addition to my etsy shop   the year shit got real unisex tshirtwomans tee  toiletpaperwars toiletpaper coronavirus shitgotreal expressyourselfbydon ,2020-03-24
5317,"Mount Pleasant, MI",Mar,"Hey, it's your favorite old lady reminding you that Consumer Reports is a trusted source for good information - Coronavirus  https://t.co/AQIyWFMWwb",United States,hey its your favorite old lady reminding you that consumer reports is a trusted source for good information  coronavirus  ,2020-03-18
20565,"Boston, MA",Mar,Let s continue to thank the people out in public working so hard People in health care scientists first responders grocery store amp pharmacy employees journalists everyone in the delivery service Who else Comment below on who you want to thank,United States,let s continue to thank the people out in public working so hard people in health care scientists first responders grocery store amp pharmacy employees journalists everyone in the delivery service who else comment below on who you want to thank,2020-03-25
13133,,Mar,While stresses over s Cecilia Tacoli explains risk for people already living in highly precarious situations amp calls for effective infrastructure In slums amp windowless apartments Asia s poor bear brunt of,Italia,while stresses over s cecilia tacoli explains risk for people already living in highly precarious situations amp calls for effective infrastructure in slums amp windowless apartments asia s poor bear brunt of,2020-03-21
17078,"Oakland County, MI",Mar,"Kroger, the country's largest supermarket chain, has expanded paid sick leave policy after public pushback. Now offering two weeks of paid sick leave to anyone experiencing COVID-19 symptoms or who is told to place themselves into isolation. https://t.co/DiwxV7WWoN via @HuffPost",United States,kroger the countrys largest supermarket chain has expanded paid sick leave policy after public pushback now offering two weeks of paid sick leave to anyone experiencing   symptoms or who is told to place themselves into isolation  via huffpost,2020-03-23
5484,United States,Mar,No panic in my local supermarket Shelves are full and everyone is nice a polite  ,United States,no panic in my local supermarket shelves are full and everyone is nice a polite  ,2020-03-19
2467,"Galway, Ireland",Mar,"@StateBank_Pak Decent decision in the wake of deceleration in prices. But surprising to see @StateBank_Pak weak stance/statement on fiscal slippages. 
@AishaGPasha @fawadchaudhry
#energy #circulardebt #SOElosses #privatization #COVID2019 #coronavirusi",Éire / Ireland,statebankpak decent decision in the wake of deceleration in prices but surprising to see statebankpak weak stancestatement on fiscal slippages aishagpasha fawadchaudhryenergy circulardebt soelosses privatization   coronavirusi,2020-03-17
14864,"England, United Kingdom",Mar,**URGENT** Message regarding raising prices during COVID-19| sheikh Imra... https://t.co/U5uqzEgq28 via @YouTube,United Kingdom,urgent message regarding raising prices during   sheikh imra  via youtube,2020-03-22
6604,"New York, NY",Mar,"Hi, putting a call-out here to make sure I'm catching everyone: If you work in a grocery store right now, I want to hear what benefits your company is offering (if any) during COVID-19 and how you're dealing with frantic customers. Email is emma.ockerman@vice.com",United States,hi putting a callout here to make sure im catching everyone if you work in a grocery store right now i want to hear what benefits your company is offering if any during   and how youre dealing with frantic customers email is emmaockermanvicecom,2020-03-19
17514,Coventry,Mar,"LVMH is converting three of its perfume manufacturing facilities, where it normally makes fragrances for Christian Dior and Louis Vuitton, in order to make #handsanitizer. This is some great #corporateresponsibility during the #Coronavirus pandemic.
https://t.co/orcEkz6oo2 https://t.co/KkSrZAsXeN",United Kingdom,lvmh is converting three of its perfume manufacturing facilities where it normally makes fragrances for christian dior and louis vuitton in order to make handsanitizer this is some great corporateresponsibility during the coronavirus pandemic ,2020-03-23
252,"Mojave Desert, United States",Mar,"Going to the supermarket means being vulnerable to crowds of over 50 to 200 people.

Trendies going to Costco and Sam's Club places is going to multiply that by a lot more.  

This is a COVID-19 megachurch zombie shopping panic. 

They're allowed to shop, don't care if you die.",United States,going to the supermarket means being vulnerable to crowds of over   to   peopletrendies going to costco and sams club places is going to multiply that by a lot more  this is a   megachurch zombie shopping panic theyre allowed to shop dont care if you die,2020-03-16
8733,"London, England",Mar,  COVID 19 UPDATE   Following council guidance all ward surgeries and home visits are cancelled for the foreseeable future   Where businesses are taking advantage of our community and putting prices up   please report them at covidabuse@lbbd gov uk,United Kingdom,  covid   update   following council guidance all ward surgeries and home visits are cancelled for the foreseeable future   where businesses are taking advantage of our community and putting prices up   please report them at covidabuselbbd gov uk,2020-03-20
4945,So Cal,Mar,Avoiding people at the grocery store while I'm grabbing some milk. #coronavirus @marknorm @TheoVon @chrisdelia @chrisdcomedy  https://t.co/L6tGyQhjll via @9GAG,Australia,avoiding people at the grocery store while im grabbing some milk coronavirus marknorm theovon chrisdelia chrisdcomedy   via  ,2020-03-18
8160,Sydney - Canberra - Australia,Mar,"The reality is as more and more people get #coronavirus At the supermarket - the baskets, the trolleys, other customers and the checkout staff all have the potential to transfer the disease. #stayhomeaustralia #SocialDistancing #coronavirusaus",Australia,the reality is as more and more people get coronavirus at the supermarket  the baskets the trolleys other customers and the checkout staff all have the potential to transfer the disease stayhomeaustralia socialdistancing coronavirusaus,2020-03-19
16782,,Mar,@SchnuckMarkets why are you raising prices during the covid 19 virus?,Italia,schnuckmarkets why are you raising prices during the covid   virus,2020-03-22
21954,"San Francisco, California",Mar,NEW Our  Shelter in Place  Online Resource Guide is now up to date with special grocery shopping hours for our seniors AND a list of open food pantries free to the public in  ,United States,new our  shelter in place  online resource guide is now up to date with special grocery shopping hours for our seniors and a list of open food pantries free to the public in  ,2020-03-25
9066,New Jersey,Mar,"I dont know why people are panicing buying out everything at the grocery store. Restaurants are still going to be open for delivery. They even include toilet paper with your order.
#coronavirus https://t.co/p5SYCgLzF8",United States,i dont know why people are panicing buying out everything at the grocery store restaurants are still going to be open for delivery they even include toilet paper with your ordercoronavirus ,2020-03-20
3368,Hertfordshire/Essex border,Mar,"This is a really great selection of advice from @theRCOT for those who may be self-isolating due to #coronavirus.

Great work, and testament to the massive value OT's bring to healthcare. ??

PDF version available here ?
https://t.co/kNY35UVnDz https://t.co/nWJbZaJ64O",,this is a really great selection of advice from thercot for those who may be selfisolating due to coronavirusgreat work and testament to the massive value ots bring to healthcare pdf version available here  ,2020-03-18
17400,"Inland Empire, California",Mar,Coronavirus National Emergency: Charmin and Cottonelle Promise to Manufacture More Toilet Paper During Shortages https://t.co/Y7AAwD3tFX via @@PopCulture Chasing Paper? #coronavirus #toiletpaper #charmin #bounty #papertowels #Lysol,United States,coronavirus national emergency charmin and cottonelle promise to manufacture more toilet paper during shortages  via popculture chasing paper coronavirus toiletpaper charmin bounty papertowels lysol,2020-03-23
