,Tweet_id,User_id,TweetAt,Location,OriginalTweet,Country
4640,1397698067906711553,1278650329052016640,2021-05-26 23:36:02,,"@SamisoniPareti Due to the hurried rollout of vaccines, special permission was granted to forgo the normal lengthy process of vaccine development. The efficacy numbers should not be taken at face value, as most of the clinical trials were conducted under different conditions.",Italia
4641,1397698064027054082,599559868,2021-05-26 23:36:01,Malaysia,"At least the #AstraZeneca vaccines bought don't go to waste. Now we know that despite risks of vaccine &amp; the early hesitancy now no longer a concern for Malaysian.

People who register feel that they are having a better prospect of getting vaccinated more present &amp; real. https://t.co/ztYpLADMRi",Malaysia
4642,1397698062575939587,1345499199639576582,2021-05-26 23:36:00,,"@johnculvenor Not me! No test, no vaccine! Ever!",Italia
4645,1397698057232216068,20138772,2021-05-26 23:35:59,Australia,"Melbourne is still struggling to recover from last year's 112 day lockdown as the city teeters on the brink of yet another lockdown.

@LordMayorMelb says the uncertainty is having an enormous impact on the community but points to the vaccine as a solution.
https://t.co/l7KAQgROhy",Australia
4646,1397698056057929728,38023838,2021-05-26 23:35:59,Eastern Ontario,.@ONT_Health worked in partnership with @ONeducation to recently announce the next phase of vaccine roll out. Those ages 12+ can now register for a Pfizer vaccine appointment.,Canada
4647,1397698050483761159,773976196551962625,2021-05-26 23:35:57,nile • 26 • she/her • boston,"Sorry for being unavailable btw I'm so horrendously sick I've been trying to just rest as much as possible cause this vaccine is killing me

Worth it tho",N/A
4648,1397698047547686912,863785891575332864,2021-05-26 23:35:57,Williamsburg VA,WHY ANSWER THAT WAY? NOT EVERYONE CAN GET THAT VACCINE AND LIVE! https://t.co/ETzlqp5EUP,United States
4649,1397698046599733248,1062275950107377664,2021-05-26 23:35:56,,been absolutely laid out by d vaccine... wish there was somebody I could call 2 bring me soup,Italia
4650,1397698040966914060,1311735843200151559,2021-05-26 23:35:55,Taiwan,Taiwan blames China for slowing down its access to Covid-19 vaccines. The reality is more complicated - CNN  https://t.co/svhU4XA1LX,臺灣
4652,1397698039154941953,1246708506687873025,2021-05-26 23:35:55,,"@nypost That's because he was over there years ago CREATING this crap. Do some research people, man made virus and now making money off a 'vaccine'..? How convenient for he and Gates..",Italia
4655,1397698029185011712,70416503,2021-05-26 23:35:52,Canada,"@chrislaawrence My first vaccine wiped me out for over a week, plus headache, but luckily the only side effects I suffered.",Canada
4656,1397698019114590217,538612665,2021-05-26 23:35:50,Toronto,"Canada, are you seeing this??? I did a little COVID spring cleaning and FOUND my vaccine passport - that dates from 6 months after I was born up until I was around 19 - at which time, I assume, the card was too full and there is another one in another box I haven't found yet. https://t.co/tvM913OEhr",Canada
4658,1397698013804392451,1105639378666192896,2021-05-26 23:35:49,Utopia metamorphosing dystopia,"@DavidGr07837209 Great article, fascinating discovery, following on:
https://t.co/znOWcDRfaw",N/A
4659,1397698004514054144,1356707574482042880,2021-05-26 23:35:46,"100 Farallon Road, Palo Alto","@Prince_Kropotkn @jdcmedlock Maybe you're joking, I don't know if you know this, it led to directly to the national stockpile upon which the early days of covid response relied being like 80% anthrax prep by a completely corrupt company who also managed to trash 15 million covid vaccine doses. Shit matters",N/A
4660,1397697997438283778,1182115108345929728,2021-05-26 23:35:45,,@RedWingGrips waiting for you Israel comment https://t.co/8iSu5vodHc,Italia
4661,1397697984696045568,76702909,2021-05-26 23:35:42,Bahrain,"Who has been vaccinated? 
Which vaccine? When? 
Any non-COVID health issues since? 
New diagnosis of a major illness?",البحرين
4663,1397697968841519107,23922797,2021-05-26 23:35:38,Hong Kong,"3 of 5: Coronavirus: expected vaccine surplus may hamper Hong Kong efforts on future supplies of Covid-19 jabs, health secretary warns https://t.co/cXtYLcEg6M",中国
4665,1397697957747597318,1347729759153713152,2021-05-26 23:35:35,Planet Earth,"@EliasGarcia144 And now, I believe, with the vaccine they can continue to do the same without releasing a new bio hit.",United States
4666,1397697946737467393,34784224,2021-05-26 23:35:33,"Florida, USA",How Biden Can Help Vaccinate the World https://t.co/prk1I2P0G8,United States
4667,1397697944955109380,242124981,2021-05-26 23:35:32,,@POTUS Fuck your vaccine,Italia
4669,1397697940936925184,236418563,2021-05-26 23:35:31,"Brooklyn, NY","Any thoughts on the odds that the decision to spend federal money this way was informed by research and data..?

Who Wants to Be a Millionaire? In Ohio, You Just Need Luck, and a Covid Vaccine. https://t.co/s2tMafCOBT",United States
4672,1397697916446203908,26677309,2021-05-26 23:35:25,"Sydney, Australia",@jonkudelka I'm holding out for the Moderna zombie vaccine. I hear the other ones destroy your phone reception.,Australia
4675,1397697906774269954,713318749324095489,2021-05-26 23:35:23,"Ohio, USA",@MasonMDesigns I heard a lot of bad shit with the J&amp;J vaccine,United States
4676,1397697905822076932,1059223865916702720,2021-05-26 23:35:23,,"@covidtweets Oh, but they are already priming us for vaccine failure. https://t.co/xqDpKo69Ov",Italia
4677,1397697897018363905,1267828644,2021-05-26 23:35:21,"South East, England",Why are young people even taking this vaccine? They have a negligible chance of dying of Covid RIP https://t.co/msswpyksGg,United Kingdom
4678,1397697876617220101,583080428,2021-05-26 23:35:16,,"@audreyy_kaye Yup, sounds fine to me. 

Enjoy your draconian a d dogmatic lockdowns and mask mandates. 

I will be skipping mask free, vaccine free waiting for the 4th of July.",Italia
4680,1397697863761547265,1739847991,2021-05-26 23:35:13,Northern NSW,"Done, jab. AZ vaccine.",Australia
4681,1397697863610781696,1351270363305545728,2021-05-26 23:35:13,"Salakert, Bujakan, Hayastan ","@sdaas Lead to more health problems on an untested vaccine.

@2020Boogaloo0 @noonesp95429433",N/A
4682,1397697858908745729,75481317,2021-05-26 23:35:12,Los Angeles CA,@jimmy_dore The Johnsons &amp; Johnson vaccine is not mRNA. It is an alternative,United States
4683,1397697858283868160,1379860462003609600,2021-05-26 23:35:12,,"@BreitbartNews If vaccine passports become mandatory, We The people should expect 100% control over our borders! But its not about logic is it?",Italia
4684,1397697857994567682,1290381066805678086,2021-05-26 23:35:11,,when they told me the pfizer vaccine can mess up a girl's period and makes cramps worse. they weren't lying. i hate this,Italia
4685,1397697855901552642,124446539,2021-05-26 23:35:11,"Greater Toronto Area, Canada","@oyaari @nytimes That's vague. America is kinda big. Assuming you didn't need to google ""where is Ohio"" ... why talk about the Israeli Foreign Ministry on a post about a vaccine lottery in Ohio?

Seems sketchy.",Canada
4688,1397697829536026625,838594029797269504,2021-05-26 23:35:05,Gubbi Gubbi Country,@officialdimsim Which vaccine did you have?,N/A
4689,1397697826360946696,589146790,2021-05-26 23:35:04,Province Québec,@glenpyle @JeanmarcBenoit Not all hospitalized for the normal rate. Your rate is ANNUAL and the vaccine rate is in a couple of weeks. Israel already compared rate in hospital vaccinated or not. They are cancelling second dose for teenagers already. There is a link recognized by israel health authorities,España
4690,1397697823236308994,345767800,2021-05-26 23:35:03,#HamOnt #WorldWide,@DavidStaplesYEG The lockdowns are illegal and so is the coercion to vaccinate with an experimental vaccine that isn't even necessary.  All of the politicians and health officials pushing the vaccines should be arrested and charged with crimes against humanity.,N/A
4692,1397697815082569734,132215007,2021-05-26 23:35:01,Canada,"@alanfryermedia @JustinTrudeau is the most incompetent, ethically challenged, black faced wearing, groping, virtue signaling, Parliament avoiding, deficit running, fake feminist, divisive, vaccine procuring failure,  Prime Minister that Canada has ever had.  Let me know if I missed something",Canada
4693,1397697813824212995,1392283145404178435,2021-05-26 23:35:01,,"He reminded that its supplies are limited in the country so Filipinos especially on Visayas and Mindanao, should not be ""selective"" on vaccine brands.",Italia
4694,1397697813526421511,2584670160,2021-05-26 23:35:01,Somewhere in BC,"&amp; what did the Brits get? Brexit to start, with collapsing sectors of the economy (cheered by Scheer if we recall). Damn near breakup of the UK - close vote by the Scots &amp; another one coming. Is Quebec listening? Covid disaster, rescued by vaccine nationalism. Cons yeah. #cdnpoli https://t.co/yOYw2wWrou",France
4696,1397697811647385602,1392283145404178435,2021-05-26 23:35:00,,"President Rodrigo Duterte told Pfizer-biased citizens not to be choosy and demanding with the COVID-19 vaccine brand on late Wednesday. 

photo courtesy: @manilabulletin 
#pfizer #covid_19 #vaccine https://t.co/mccCYVQp5P",Italia
4697,1397697811290918914,1338317232221409282,2021-05-26 23:35:00,,@ShayLoves45 @BillsBrit @Bills_Chick So what you might not know is that Covid-19 is genetically similar to SARS and MERS. All that really needed to be done to create a covid vaccine was to identify a specific protein to target. All the other work was already done and tested. When the other vaccines were produced.,Italia
4698,1397697808967286792,1652541,2021-05-26 23:35:00,Around the world,"In an effort to spread vaccine awareness, a local coffee shop in Baghdad is offering free coffee for its vaccinated customers https://t.co/iRZ2nUnDDl",Canada
4699,1397697807113506818,1290747458528653317,2021-05-26 23:34:59,,This vaccine has me so out of it lol.,Italia
4703,1397697773076627456,21009701,2021-05-26 23:34:51,USA,"@DmodosCutter @Parents_Utd @karamballes @SafeEdForAll_UK @TigressEllie But Tories inc. Hancock claimed the English Nationalist Vaccine was a cure for the Indian variant, the South African variant, the English variant and the Brazilian variant.
All four Trial spots;

https://t.co/XSYhXKzXaM",United States
4704,1397697770648064000,11329032,2021-05-26 23:34:51,,People said that the 2nd vaccine causes a slight fever for a couple of days. I try to prevent it. I have the second one today and following direction. See how it goes.,Italia
4705,1397697766843768833,1254881180836433926,2021-05-26 23:34:50,,Just got my first COVID vaccine dose https://t.co/y6oXgEXNXQ,Italia
4706,1397697761030574084,1017847997189771264,2021-05-26 23:34:48,,i get my second vaccine shot Anyone got any last words before i die,Italia
4707,1397697760564891651,1052418920265801729,2021-05-26 23:34:48,"Melbourne, Victoria","@Magpie1954nBird @MikeCarlton01 @marshall_steven @PMalinauskasMP @theprojecttv Why are they being turned away if not enough in the queue? Makes no sense? Surely if the clinic has vaccine and they meet the stupidly onerous qualification criteria, give them the shot?",Australia
4708,1397697758119747587,255639466,2021-05-26 23:34:48,,@Interloper_X @aprildvega @DailyCaller Having immunity from natural infection is the premise of vaccines.  If natural immunity doesn't work neither would a vaccine.,Italia
4709,1397697754915344388,301174232,2021-05-26 23:34:47,"Fort Lauderdale, FL",Is there a more nefarious and underhanded country than Russia? It tries desperately to undermine democracies and sow disinformation globally. Why?  Money. Their Sputnik vaccine is made all the better if the other vaccines are besmirched.,United States
4712,1397697749043326976,182544232,2021-05-26 23:34:45,,"@BillHanage @GidMK You never explained why chickenpox parties in the 70s and 80s were a bad idea. 

Absent a vaccine, they still appear to be the most beneficial approach.",Italia
4714,1397697748523261953,1358274766893961216,2021-05-26 23:34:45,Jeddah,@SaudiMOH I can't book 2nd dose of vaccine,السعودية
4716,1397697736129007616,1633538270,2021-05-26 23:34:42,Texas/L.A./N.Y.,"The problem isn't access or ""hesitancy."" It's both. And neither one is easy to fix. https://t.co/FdeYJng7Ez via @HuffPostPol",United States
4720,1397697729669734400,746245934015643649,2021-05-26 23:34:41,,@PTI_News Where is vaccine brooii...???,Italia
4722,1397697711915237378,1362200293610426369,2021-05-26 23:34:37,"Tustin, CA",Tomorrow's morning vaccine clinic will take place at Mary's Kitchen in @CityOfOrangeCA. No appointment necessary! https://t.co/H7opOKDMp0,United States
4723,1397697708702457860,1347366023264133122,2021-05-26 23:34:36,,@DEFendFURiously Had both Pfizer vaccine shots. Didn't feel a thing and had absolutely zero after effects.,Italia
4724,1397697701584818176,527183689,2021-05-26 23:34:34,Yaad!,"Man on radio, 1.4 million doses of J&amp;J vaccine paid for by GOJ, to ""START"" being delivered in August. ""START"". 

Oh my...",ישראל
